vn_published_ams_db,tams_non_agt_profiles,team_code,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_ovrid_rates,eff_dt,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_wrk_bk_bns_dtls,ele_cd,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tass_sbmt_pol_reject,sbmt_cc,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_attd_chk_by_secs,cls_typ,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tsm_comp_profiles,direct,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_policy_de_process_logs,btch_seq,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_wrk_mba_semi_annual_bns,tt_fyc_ntk_rec,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_wrk_inventory_receipts,no_strt,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_guarantee_income,from_run_num,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_stru_group_rpt_rels,sgr_seq,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_demo_by_guarantee_rules,pers_wt,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_ext_pmt_deduct_trxns,ele_cd,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_sections,reved_fr,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,twrk_orp_pgr,perc_slpt,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_dsr_rpt_pmis_acc_pension,inf,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_bk_inc,user_id,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_policy_de_headers,usr_tot,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_candidate_rslts,attend_ind,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_exam_attd_reg,can_cd,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_depost_intrst_appl,depost_intrst,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_depost_intrst_appl,stat_cd,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_policy_de_headers,usr_cnt,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_bk_inc,valu,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_buyout_bns_rates,bns_amt,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_receipt_clear_log,agt_code,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tmis_rslts,ytd_valu,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,twrk_rel_asign_out,mths,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_ranks,rank_cd,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_agt_violation,req2_dt,1b292903-6456-403d-bce3-dc49fdc22db7,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_wrk_prd_mgr_track,act_agt,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_br_receipts_modify,quantity,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_wrk_prod_by_hiearchy,agt_join_dt,null,VN,AMS,Internal,Customer,END
vn_published_ams_bak_db,tams_bns_trxns_bk,trxn_dt,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_receipt_history_vn,rcpt_req_dt,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_avicad_rslts,trxn_dt,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_bns_de_process_logs,btch_num,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_payslip_items,eval_itm_nm,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,twrk_allw,bank_cd,null,VN,AMS,Internal,Customer,END
vn_published_ams_bak_db,tams_crr_transactions_bk,prces_ind,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_wrk_area_branch_mappings,wrk_area,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_agt_rpt_rels2,cmplt_12m_pc,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_training_cats,valid_until,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,twrk_mga_details,mtd_sbms_fyp,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tmis_acums,obj_typ,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_exam_rslts,trainer,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_crr_process_4gp_logs,acpt_cnt,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_agents,mdrt_desc,a2691f0a-50a0-4c02-98d3-ce154ab8335d,VN,AMS,Internal,Distributor,END
vn_published_ams_db,tams_agt_com_paid,mid_mth_com_paid,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_exam_attd_reg,exam_master_cd,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_mga_pol_srv_fee_paid,last_pd_to_dt,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_trxn_histories,agt_cd,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_bns_trxn_histories,prces_ind,null,VN,AMS,Internal,Customer,END
vn_published_ams_bak_db,tams_agt_rpt_rels_bk,run_num,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tmis_ape_lapse_4bancas,pol_num,null,VN,AMS,Highly_Confidential_PII,Customer,END
vn_published_ams_db,tams_exam_schds,at_br_cd,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_qtr_pc_require,cal_run_num,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_wrk_rider_cc,pol_iss_dt,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,twrk_semi_annual_bns,pre_fyc_10,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_wrk_bk_bns_dtls,agt_cd,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,twrk_semi_annual_bns,pre_fyc_12,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,twrk_semi_annual_bns,pre_fyc_11,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_rank_comp_mappings,comp_cd,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_bk_q_bns_rates,team_cd,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_loc_acums,run_num,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_ext_pmt_deduct_de_headers,btch_stat_cd,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_psa_sell_themselves,crr_trxn_dt,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_agt_plan_mthly_prd_bns,agt_code,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_inc_ded_elemnts,ele_desc,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_cop_classes,cop_place,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_rcpt_registers,reg_dt,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_non_agt_profiles,prof_desc,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_reasn_codes,reasn_desc,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_rcpt_req,br_used,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_attd_chk_by_sec_conducts,finger_print_id,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_sm_hierarchy_log,loc_code,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_agt_honor_result,rmk,68c9e696-5bf5-47cc-b753-2aceabc97550,VN,AMS,Highly_Confidential_PII,Customer,END
vn_published_ams_db,tams_rcpt_req,pa_rcpt_ind,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_acct_journals,lob,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_agt_violation,blklst_cms_cd,a2e38e4f-22d4-4310-aced-bd99d30d3840,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_crr_transactions,prem_amt,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_attd_chk_by_sec_conducts,lock_yn,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_vnpost_result,agt_cd,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_crr_transactions,rmk,null,VN,AMS,Highly_Confidential_PII,Customer,END
vn_published_ams_db,tams_mt_agents,agt_cd,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_mt_evaluation,wt_pers_actl,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_non_agt_profiles,require,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_print_histories,agt_code,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_trn_certs,training_cat_cd,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_crr_transactions,pmt_mode,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_agt_rpt_histories,rpt_end_dt,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_wrk_gtf_rpt,pro_agt_act,null,VN,AMS,Internal,Customer,END
vn_published_ams_db,tams_warn_agents,rmk,null,VN,AMS,Highly_Confidential_PII,Customer,END
